0,0,0,0,136
1,1,3,0,155
51,0,0,0,133
50,1,3,0,155
102,0,0,0,128
100,1,3,0,160
152,0,0,0,134
152,1,3,0,159
202,0,0,0,141
202,1,3,0,152
252,0,0,0,144
252,1,3,0,146
300,0,0,0,138
300,1,3,0,145
352,0,0,0,139
352,1,3,0,143
401,0,0,0,132
400,1,3,0,135
450,0,0,0,128
451,1,3,0,138
500,0,0,0,125
501,1,3,0,138
551,0,0,0,132
551,1,3,0,135
602,0,0,0,130
602,1,3,0,128
651,0,0,0,132
651,1,3,0,122
700,0,0,0,134
700,1,3,0,126
751,0,0,0,129
750,1,3,0,119
802,0,0,0,131
800,1,3,0,114
852,0,0,0,134
851,1,3,0,114
900,0,0,0,128
902,1,3,0,121
951,0,0,0,128
951,1,3,0,126
1000,0,0,0,54
1000,1,3,0,44
1051,0,0,0,60
1051,1,3,0,49
1102,0,0,0,64
1101,1,3,0,47
1150,0,0,0,63
1152,1,3,0,50
1200,0,0,0,65
1201,1,3,0,52
1250,0,0,0,62
1251,1,3,0,44
1300,0,0,0,59
1302,1,3,0,46
1352,0,0,0,65
1351,1,3,0,47
1401,0,0,0,60
1401,1,3,0,42
1452,0,0,0,60
1452,1,3,0,48
1502,0,0,0,45
1501,1,3,0,32
1550,0,0,0,41
1552,1,3,0,33
1602,0,0,0,38
1602,1,3,0,25
1651,0,0,0,33
1650,1,3,0,22
1701,0,0,0,37
1700,1,3,0,18
1750,0,0,0,43
1750,1,3,0,11
1802,0,0,0,43
1800,1,3,0,3
1852,0,0,0,43
1852,1,3,0,6
1901,0,0,0,44
1900,1,3,0,0
1950,0,0,0,49
1950,1,3,0,0
2002,0,3,0,197
2001,1,0,0,223
2051,0,3,0,192
2052,1,0,0,219
2102,0,3,0,189
2101,1,0,0,224
2152,0,3,0,193
2150,1,0,0,220
2201,0,3,0,199
2201,1,0,0,217
2251,0,3,0,201
2251,1,0,0,209
2300,0,3,0,208
2301,1,0,0,205
2351,0,3,0,215
2351,1,0,0,210
2400,0,3,0,221
2401,1,0,0,217
2451,0,3,0,219
2451,1,0,0,220
2501,0,3,0,219
2500,1,0,0,219
2552,0,3,0,215
2551,1,0,0,225
2601,0,3,0,214
2600,1,0,0,223
2652,0,3,0,206
2652,1,0,0,228
2700,0,3,0,203
2700,1,0,0,230
2751,0,3,0,209
2750,1,0,0,228
2801,0,3,0,210
2801,1,0,0,221
2850,0,3,0,203
2852,1,0,0,222
2902,0,3,0,206
2902,1,0,0,216
2951,0,3,0,206
2950,1,0,0,217
3001,0,3,0,124
3002,1,0,0,137
3050,0,3,0,119
3050,1,0,0,129
3100,0,3,0,120
3102,1,0,0,125
3151,0,3,0,117
3151,1,0,0,127
3200,0,3,0,120
3200,1,0,0,129
3250,0,3,0,118
3251,1,0,0,134
3301,0,3,0,116
3300,1,0,0,130
3351,0,3,0,108
3351,1,0,0,133
3401,0,3,0,114
3401,1,0,0,128
3452,0,3,0,108
3450,1,0,0,129
3500,0,3,0,120
3502,1,0,0,133
3550,0,3,0,124
3550,1,0,0,136
3602,0,3,0,117
3600,1,0,0,139
3650,0,3,0,119
3651,1,0,0,136
3702,0,3,0,114
3700,1,0,0,134
3750,0,3,0,117
3752,1,0,0,141
3800,0,3,0,121
3801,1,0,0,147
3852,0,3,0,124
3852,1,0,0,147
3900,0,3,0,121
3902,1,0,0,141
3952,0,3,0,120
3952,1,0,0,139
4001,0,0,0,173
4000,1,3,0,200
4050,0,0,0,169
4052,1,3,0,204
4101,0,0,0,167
4101,1,3,0,211
4152,0,0,0,166
4150,1,3,0,212
4200,0,0,0,161
4200,1,3,0,217
4251,0,0,0,159
4251,1,3,0,212
4300,0,0,0,160
4300,1,3,0,211
4350,0,0,0,162
4350,1,3,0,206
4402,0,0,0,156
4400,1,3,0,205
4452,0,0,0,162
4450,1,3,0,197
4502,0,0,0,135
4501,1,3,0,167
4551,0,0,0,128
4552,1,3,0,162
4600,0,0,0,126
4601,1,3,0,160
4650,0,0,1,122
4651,1,3,0,153
4700,0,0,0,117
4700,1,3,0,146
4752,0,0,0,109
4750,1,3,0,144
4802,0,0,0,101
4800,1,3,0,148
4852,0,0,0,106
4852,1,3,0,153
4902,0,0,0,112
4901,1,3,0,152
4951,0,0,0,111
4950,1,3,0,149
5000,0,0,0,46
5002,1,3,0,90
5052,0,0,0,46
5052,1,3,0,85
5102,0,0,0,45
5102,1,3,0,92
5150,0,0,0,48
5151,1,3,0,90
5202,0,0,0,50
5202,1,3,0,96
5252,0,0,0,46
5252,1,3,0,97
5300,0,0,0,52
5302,1,3,0,98
5351,0,0,0,48
5350,1,3,0,105
5400,0,0,0,49
5400,1,3,0,110
5451,0,0,0,49
5450,1,3,0,103
5501,0,0,0,38
5501,1,3,0,104
5551,0,0,0,45
5552,1,3,0,101
5602,0,0,0,46
5602,1,3,0,108
5650,0,0,0,41
5652,1,3,0,114
5701,0,0,0,41
5701,1,3,0,119
5752,0,0,0,47
5802,0,0,0,54
5801,1,3,0,119
5850,0,0,0,60
5850,1,3,0,113
5900,0,0,0,64
5902,1,3,0,112
5952,0,0,0,61
5951,1,3,0,112
6002,0,3,0,183
6000,1,0,0,129
6051,0,3,0,186
6050,1,0,0,123
6100,0,3,0,189
6101,1,0,0,125
6150,0,3,0,181
6151,1,0,0,117
6202,0,3,0,179
6200,1,0,0,118
6250,0,3,0,182
6251,1,0,0,124
6300,0,3,0,182
6302,1,0,0,117
6352,0,3,0,174
6350,1,0,0,109
6400,0,3,0,170
6402,1,0,0,111
6452,0,3,0,176
6452,1,0,0,104
6502,0,3,0,194
6501,1,0,0,110
6550,0,3,0,193
6552,1,0,0,113
6601,0,3,0,195
6601,1,0,0,110
