0,0,0,0,112
1,1,1,0,22
51,0,0,0,117
52,1,1,0,15
101,0,0,0,112
101,1,1,0,11
151,0,0,0,112
151,1,1,0,8
202,0,0,0,117
201,1,1,0,5
252,0,0,1,111
251,1,1,0,0
302,0,0,1,113
301,1,1,0,6
350,0,0,0,113
350,1,1,0,5
402,0,0,0,110
402,1,1,0,0
452,0,0,0,117
451,1,1,0,4
500,0,0,0,92
501,1,1,0,0
551,0,0,0,97
552,1,1,0,0
600,0,0,0,101
600,1,1,0,0
651,0,0,0,107
652,1,1,0,7
700,0,0,0,106
702,1,1,0,10
750,0,0,0,113
751,1,1,0,8
802,0,0,0,114
802,1,1,0,7
850,0,0,0,113
852,1,1,0,9
901,0,0,0,117
901,1,1,0,1
952,0,0,0,119
950,1,1,0,3
1000,0,0,0,220
1050,0,0,0,217
1052,1,1,0,10
1101,0,0,0,221
1102,1,1,0,13
1150,0,0,0,222
1151,1,1,0,13
1202,0,0,0,225
1202,1,1,0,10
1252,0,0,0,222
1252,1,1,0,5
1302,0,0,0,219
1301,1,1,0,0
1352,0,0,0,218
1351,1,1,0,7
1400,0,0,0,225
1401,1,1,0,7
1452,0,0,0,218
1450,1,1,0,12
1501,0,0,0,239
1502,1,1,0,21
1551,0,0,0,245
1552,1,1,0,27
1600,0,0,0,250
1600,1,1,0,24
1651,0,0,0,257
1652,1,1,0,29
1700,0,0,0,254
1702,1,1,0,31
1752,0,0,0,258
1750,1,1,0,27
1802,0,0,0,250
1802,1,1,0,30
1851,0,0,0,250
1852,1,1,0,23
1900,0,0,0,257
1900,1,1,0,22
1950,0,0,0,250
1950,1,1,0,16
2001,0,1,0,239
2000,1,0,0,874
2051,0,1,0,238
2050,1,0,0,868
2100,0,1,0,237
2101,1,0,0,875
2152,0,1,0,244
2152,1,0,0,874
2200,0,1,0,245
2202,1,0,0,872
2251,0,1,0,237
2252,1,0,0,869
2300,0,1,0,233
2301,1,0,0,866
2351,0,1,0,239
2350,1,0,0,871
2400,0,1,0,232
2402,1,0,0,871
2450,0,1,0,226
2452,1,0,0,872
2501,0,1,0,245
2500,1,0,0,897
2552,0,1,0,242
2550,1,0,0,904
2602,0,1,0,245
2600,1,0,0,904
2650,0,1,0,247
2651,1,0,0,908
2700,0,1,0,245
2700,1,0,0,902
2752,0,1,0,244
2750,1,0,0,907
2801,0,1,0,250
2801,1,0,0,904
2852,0,1,0,253
2852,1,0,0,901
2901,0,1,0,247
2901,1,0,0,898
2952,0,1,0,248
2950,1,0,0,902
3002,0,1,0,164
3001,1,0,0,812
3051,0,1,0,166
3052,1,0,0,804
3102,0,1,0,162
3100,1,0,0,798
3152,0,1,0,157
3151,1,0,0,797
3200,0,1,0,155
3201,1,0,0,799
3250,0,1,0,158
3250,1,0,0,803
3302,0,1,0,163
3301,1,0,0,797
3351,0,1,0,166
3352,1,0,0,795
3401,0,1,0,161
3402,1,0,0,787
3452,0,1,0,165
3450,1,0,0,787
3500,0,1,0,169
3500,1,0,0,799
3552,0,1,0,174
3550,1,0,0,801
3600,0,1,0,181
3602,1,0,0,804
3651,0,1,0,177
3651,1,0,0,798
3700,0,1,0,171
